22,57,92,1767,6,Wheat
22,55,99,1223,6,Wheat
24,56,95,1208,6,Wheat
25,57,94,1390,7,Wheat
22,57,96,1179,7,Wheat
23,56,87,1423,6,Wheat
24,55,96,1504,6,Wheat
20,55,94,1188,6,Wheat
21,57,89,2200,7,Wheat
20,55,93,2018,6,Wheat
20,55,92,1347,6,Wheat
25,55,100,2105,6,Wheat
22,55,99,2161,7,Wheat
23,55,94,1352,7,Wheat
22,57,93,1950,7,Wheat
25,58,99,1437,7,Wheat
21,58,95,1932,6,Wheat
21,58,93,2095,6,Wheat
25,57,98,2011,6,Wheat
21,58,86,1945,6,Wheat
24,56,96,1560,6,Wheat
23,58,88,2055,6,Wheat
20,57,98,1812,6,Wheat
24,55,94,1525,6,Wheat
24,55,86,2076,6,Wheat
25,57,98,1705,6,Wheat
21,58,93,1195,6,Wheat
22,58,85,1872,7,Wheat
25,58,91,1557,7,Wheat
25,55,86,1449,7,Wheat
24,57,100,1788,6,Wheat
24,57,89,1624,7,Wheat
25,58,88,1444,6,Wheat
21,57,87,1700,7,Wheat
24,55,91,1581,7,Wheat
25,57,100,1988,6,Wheat
20,55,86,1265,7,Wheat
23,55,92,1732,6,Wheat
24,56,89,2117,7,Wheat
22,55,85,1141,6,Wheat
22,55,90,1671,6,Wheat
25,55,100,1558,7,Wheat
22,55,96,1314,7,Wheat
22,55,92,1868,6,Wheat
25,58,92,1901,6,Wheat
20,57,87,1692,7,Wheat
25,55,87,1194,7,Wheat
24,56,94,2088,6,Wheat
22,56,85,2160,7,Wheat
22,57,99,1232,7,Wheat
21,57,86,1267,7,Wheat
22,56,98,1200,7,Wheat
25,58,93,1534,7,Wheat
24,55,90,2007,7,Wheat
22,58,85,1547,6,Wheat
23,57,86,1404,7,Wheat
22,55,91,1391,6,Wheat
23,55,85,1614,7,Wheat
21,56,100,1522,6,Wheat
21,58,95,2150,7,Wheat
25,58,96,1423,7,Wheat
23,55,90,1274,7,Wheat
24,55,85,1641,6,Wheat
23,58,88,1810,7,Wheat
22,56,88,2074,7,Wheat
20,57,98,1429,6,Wheat
23,55,87,1699,7,Wheat
24,58,89,1208,7,Wheat
23,58,91,1198,6,Wheat
22,55,98,1909,6,Wheat
20,58,88,1650,7,Wheat
25,58,87,1387,7,Wheat
20,58,100,1967,6,Wheat
25,56,96,1926,7,Wheat
22,57,98,1843,6,Wheat
24,57,98,1978,6,Wheat
20,57,89,1477,6,Wheat
21,55,93,1405,6,Wheat
25,56,90,1382,7,Wheat
25,58,97,2194,6,Wheat
24,57,91,1743,7,Wheat
24,55,97,1792,7,Wheat
22,55,95,1728,7,Wheat
20,55,88,1924,7,Wheat
25,58,95,2189,7,Wheat
25,56,99,1592,6,Wheat
24,57,86,1199,7,Wheat
22,55,91,1929,6,Wheat
24,55,87,1495,7,Wheat
21,58,89,1867,6,Wheat
24,58,89,1727,7,Wheat
25,55,96,1728,7,Wheat
21,55,90,2144,6,Wheat
21,55,100,1828,6,Wheat
24,58,94,1227,7,Wheat
25,57,86,2054,7,Wheat
22,58,98,1735,7,Wheat
20,58,97,1497,6,Wheat
25,55,93,1139,7,Wheat
21,58,91,1678,6,Wheat
20,58,88,1289,6,Wheat
23,57,95,1377,6,Wheat
23,56,86,2101,6,Wheat
24,56,91,1188,6,Wheat
22,58,97,2115,7,Wheat
21,58,92,1251,7,Wheat
20,56,95,1947,6,Wheat
24,55,85,1145,6,Wheat
21,58,88,1506,7,Wheat
24,57,92,2055,6,Wheat
24,58,90,1874,7,Wheat
25,55,87,1291,6,Wheat
20,55,92,2135,7,Wheat
25,58,95,1529,7,Wheat
24,58,86,2137,7,Wheat
25,57,98,1286,7,Wheat
20,57,88,1447,7,Wheat
22,55,99,1594,7,Wheat
23,55,90,2011,7,Wheat
22,57,91,1302,6,Wheat
21,58,85,1840,7,Wheat
25,58,89,1314,7,Wheat
24,57,100,1581,6,Wheat
23,57,92,1783,6,Wheat
22,55,94,2133,7,Wheat
23,56,85,1277,6,Wheat
21,57,96,2046,6,Wheat
21,56,88,1551,7,Wheat
25,58,100,1207,6,Wheat
21,56,93,1652,6,Wheat
24,58,90,1395,7,Wheat
24,55,86,1363,6,Wheat
23,56,98,1413,7,Wheat
20,57,87,1878,6,Wheat
22,56,88,1547,7,Wheat
21,58,94,1156,6,Wheat
24,57,96,1717,7,Wheat
21,58,91,1221,6,Wheat
22,55,94,2014,6,Wheat
24,55,94,1511,7,Wheat
21,55,92,1813,6,Wheat
25,58,96,2068,6,Wheat
23,55,99,1337,7,Wheat
24,56,87,1441,7,Wheat
24,57,91,1652,7,Wheat
20,56,93,1532,7,Wheat
23,57,93,1800,7,Wheat
24,56,89,2020,7,Wheat
25,58,97,1841,7,Wheat
23,57,98,2129,7,Wheat
20,56,87,1560,6,Wheat
23,57,91,1989,7,Wheat
20,57,99,1394,6,Wheat
22,56,90,2105,6,Wheat
22,56,86,1709,6,Wheat
20,58,95,2009,6,Wheat
25,58,91,2153,7,Wheat
23,55,100,1595,6,Wheat
25,55,93,1826,6,Wheat
22,57,96,2092,6,Wheat
23,56,91,1124,7,Wheat
22,55,87,1626,6,Wheat
23,56,89,1183,6,Wheat
24,56,100,1195,6,Wheat
24,55,88,1694,7,Wheat
22,58,96,1168,7,Wheat
20,55,95,1240,6,Wheat
20,57,88,1929,6,Wheat
25,56,87,1418,6,Wheat
25,55,93,1726,6,Wheat
21,56,98,2161,6,Wheat
25,58,92,1388,6,Wheat
23,55,96,1655,7,Wheat
22,58,98,1928,7,Wheat
23,58,98,2096,7,Wheat
24,58,96,1411,6,Wheat
22,56,86,2043,6,Wheat
23,55,91,1238,6,Wheat
20,57,85,2079,6,Wheat
21,55,85,1399,7,Wheat
23,57,93,1711,7,Wheat
24,56,96,1896,6,Wheat
22,57,96,1830,7,Wheat
21,56,100,1233,7,Wheat
23,55,91,1813,7,Wheat
22,55,93,1215,6,Wheat
21,55,100,1219,7,Wheat
24,55,98,1375,6,Wheat
20,55,88,2194,6,Wheat
22,55,89,2084,6,Wheat
20,58,95,1380,6,Wheat
25,56,97,1945,7,Wheat
21,58,88,1673,6,Wheat
22,58,100,2094,7,Wheat
21,57,88,2179,6,Wheat
24,55,99,1506,7,Wheat
21,58,93,1672,6,Wheat
21,55,95,2009,7,Wheat
23,55,86,1871,7,Wheat
20,58,86,1908,7,Wheat
23,55,93,1949,6,Wheat
25,57,87,1992,6,Wheat
23,58,88,1981,6,Wheat
21,58,89,2178,6,Wheat
20,57,91,1220,6,Wheat
24,57,94,1525,6,Wheat
23,58,88,2112,6,Wheat
22,56,95,2168,7,Wheat
23,58,92,2020,7,Wheat
21,57,87,1723,6,Wheat
25,57,98,1434,7,Wheat
24,58,86,1995,7,Wheat
24,55,100,2027,6,Wheat
23,58,90,1700,7,Wheat
25,55,96,1905,7,Wheat
25,70,79,389,6,Oats
25,65,75,330,5,Oats
23,65,77,232,7,Oats
25,65,90,328,6,Oats
25,75,79,287,7,Oats
24,71,87,243,5,Oats
24,65,86,243,7,Oats
23,69,72,342,7,Oats
25,75,84,286,5,Oats
24,71,78,256,7,Oats
25,65,80,389,6,Oats
23,74,90,374,7,Oats
25,73,73,229,6,Oats
25,73,80,268,7,Oats
24,66,78,373,6,Oats
25,74,75,355,7,Oats
25,70,77,305,7,Oats
25,72,74,246,6,Oats
24,70,80,236,7,Oats
25,67,83,307,7,Oats
25,70,70,335,6,Oats
24,72,85,321,7,Oats
23,73,82,358,5,Oats
25,73,71,357,7,Oats
25,71,84,329,6,Oats
24,65,73,347,6,Oats
23,73,75,379,5,Oats
24,70,82,268,5,Oats
25,71,83,318,5,Oats
25,70,88,263,7,Oats
25,68,79,277,5,Oats
23,73,74,379,7,Oats
25,72,75,207,6,Oats
25,74,76,274,7,Oats
25,75,75,350,6,Oats
24,65,83,271,7,Oats
25,75,80,345,5,Oats
24,67,79,241,5,Oats
25,75,75,278,5,Oats
23,69,72,377,7,Oats
25,74,81,221,6,Oats
24,68,77,285,7,Oats
24,72,73,208,5,Oats
25,74,74,265,7,Oats
25,65,78,279,6,Oats
24,72,86,380,5,Oats
23,75,78,233,7,Oats
25,71,76,322,5,Oats
23,72,77,355,7,Oats
23,66,87,223,7,Oats
23,73,74,396,7,Oats
25,75,89,383,5,Oats
23,68,85,380,7,Oats
24,68,79,261,7,Oats
25,68,87,377,7,Oats
24,74,71,259,6,Oats
23,70,73,380,7,Oats
23,65,72,214,7,Oats
23,65,74,344,6,Oats
24,70,86,354,7,Oats
25,69,90,269,5,Oats
25,68,78,312,6,Oats
24,71,81,218,5,Oats
24,73,70,263,7,Oats
23,65,75,276,6,Oats
24,69,73,323,7,Oats
25,74,89,247,7,Oats
25,68,71,323,6,Oats
24,72,76,351,6,Oats
23,74,81,348,5,Oats
23,66,86,331,5,Oats
24,69,75,203,7,Oats
24,66,73,328,5,Oats
24,65,83,222,6,Oats
23,75,73,263,5,Oats
25,68,71,290,6,Oats
25,70,70,290,7,Oats
23,65,71,285,7,Oats
23,69,84,243,6,Oats
23,70,83,246,6,Oats
24,67,84,378,5,Oats
24,71,73,204,6,Oats
24,67,84,223,6,Oats
25,75,87,244,5,Oats
24,72,74,399,6,Oats
25,66,89,336,7,Oats
23,66,76,392,7,Oats
24,69,73,286,6,Oats
25,74,77,326,7,Oats
24,73,84,298,7,Oats
23,71,75,379,6,Oats
25,70,79,381,6,Oats
25,66,79,209,7,Oats
23,66,71,302,7,Oats
23,75,73,225,5,Oats
25,69,71,345,7,Oats
23,74,80,320,5,Oats
25,70,70,373,5,Oats
24,72,73,377,7,Oats
25,68,83,349,6,Oats
24,70,89,234,6,Oats
24,68,71,216,5,Oats
23,70,90,302,6,Oats
23,66,76,283,7,Oats
23,66,73,312,7,Oats
25,74,83,291,7,Oats
25,75,70,377,7,Oats
25,73,81,231,6,Oats
24,67,74,367,7,Oats
25,73,87,342,6,Oats
25,75,75,374,6,Oats
24,75,80,308,7,Oats
24,69,78,376,5,Oats
24,72,78,291,5,Oats
24,65,80,386,5,Oats
23,69,80,214,6,Oats
25,70,86,377,7,Oats
24,69,83,344,6,Oats
23,72,70,251,5,Oats
24,70,78,268,7,Oats
23,73,83,331,7,Oats
23,65,78,304,7,Oats
24,74,78,387,7,Oats
24,70,82,382,6,Oats
25,68,82,348,7,Oats
23,67,70,294,6,Oats
25,74,89,331,6,Oats
24,67,82,292,7,Oats
23,71,89,350,6,Oats
23,74,76,252,7,Oats
23,67,89,323,6,Oats
23,73,76,284,7,Oats
23,71,88,398,7,Oats
24,69,89,226,6,Oats
23,65,85,372,6,Oats
24,71,72,278,5,Oats
25,72,79,354,5,Oats
25,73,85,297,5,Oats
25,75,84,235,7,Oats
23,67,74,263,5,Oats
23,71,73,316,6,Oats
24,74,85,261,6,Oats
25,70,75,237,7,Oats
25,75,80,384,6,Oats
23,69,81,395,6,Oats
23,69,76,389,6,Oats
25,70,70,220,6,Oats
24,69,88,368,5,Oats
24,67,88,360,7,Oats
25,73,87,342,6,Oats
23,71,74,302,7,Oats
24,70,75,400,5,Oats
23,70,87,306,6,Oats
25,68,88,386,7,Oats
23,73,89,396,7,Oats
23,75,71,294,5,Oats
24,68,87,395,5,Oats
25,74,90,370,7,Oats
23,68,89,391,7,Oats
23,65,78,324,6,Oats
24,68,81,318,6,Oats
24,68,90,317,7,Oats
25,75,80,233,5,Oats
25,70,75,389,5,Oats
23,67,86,204,5,Oats
25,70,80,244,5,Oats
25,69,82,320,5,Oats
24,75,85,310,5,Oats
23,72,76,200,7,Oats
25,70,90,261,6,Oats
25,69,75,241,5,Oats
25,74,88,251,5,Oats
25,74,90,305,7,Oats
23,69,90,275,7,Oats
25,67,83,301,5,Oats
25,74,87,333,5,Oats
24,71,71,255,5,Oats
24,68,70,294,7,Oats
23,72,85,226,6,Oats
24,66,78,256,7,Oats
23,70,86,308,7,Oats
24,75,83,226,7,Oats
25,67,81,399,5,Oats
24,71,76,216,5,Oats
23,75,76,355,6,Oats
23,65,71,212,6,Oats
25,75,88,348,6,Oats
23,74,70,295,7,Oats
25,69,74,230,7,Oats
25,75,81,225,7,Oats
23,73,84,369,6,Oats
24,72,88,374,6,Oats
24,71,78,202,5,Oats
25,67,73,299,7,Oats
23,69,71,372,7,Oats
23,75,80,302,7,Oats
24,69,86,205,6,Oats
25,72,80,210,7,Oats
25,69,72,334,6,Oats
24,65,74,344,6,Oats
23,70,72,397,7,Oats
24,66,80,257,6,Oats
25,71,86,388,6,Oats
25,70,76,375,7,Oats
24,68,83,385,7,Oats
25,68,87,203,6,Oats
25,69,70,289,6,Oats
24,65,77,277,5,Oats
23,74,70,285,6,Oats
25,70,87,233,6,Oats
23,67,89,389,6,Oats
24,75,74,304,6,Oats
24,66,79,357,7,Oats
23,66,73,272,6,Oats
24,72,87,280,6,Oats
25,74,86,236,6,Oats
23,74,84,385,5,Oats
24,66,77,271,7,Oats
24,74,83,227,7,Oats
25,71,80,283,7,Oats
23,68,83,204,7,Oats
25,70,86,389,5,Oats
23,71,84,300,7,Oats
23,67,90,329,7,Oats
23,69,72,393,6,Oats
23,72,79,318,7,Oats
23,71,88,318,6,Oats
25,72,73,370,7,Oats
25,74,89,282,5,Oats
23,66,85,271,5,Oats
23,72,85,325,5,Oats
25,74,71,220,6,Oats
25,71,75,255,6,Oats
25,74,82,330,7,Oats
25,69,81,313,5,Oats
24,65,76,291,7,Oats
23,71,78,351,7,Oats
24,73,80,288,6,Oats
24,67,88,292,6,Oats
23,66,71,311,7,Oats
24,73,76,261,6,Oats
25,73,74,307,5,Oats
24,72,86,320,6,Oats
24,72,86,247,6,Oats
25,65,76,296,5,Oats
24,65,87,360,6,Oats
23,75,71,236,5,Oats
24,72,75,307,5,Oats
24,68,70,260,5,Oats
25,75,86,291,5,Oats
24,67,74,238,6,Oats
24,73,73,231,7,Oats
25,65,84,209,7,Oats
23,72,77,209,6,Oats
24,67,80,265,5,Oats
25,70,86,374,7,Oats
25,72,82,382,7,Oats
25,67,88,383,6,Oats
24,66,76,270,7,Oats
23,71,81,221,6,Oats
23,65,78,379,6,Oats
25,71,86,221,6,Oats
24,67,71,388,7,Oats
23,66,73,206,6,Oats
23,72,87,219,6,Oats
24,67,78,326,5,Oats
24,69,71,267,5,Oats
25,72,89,398,6,Oats
25,67,83,321,7,Oats
25,69,71,208,6,Oats
24,67,90,371,7,Oats
25,65,77,348,5,Oats
24,65,70,336,6,Oats
23,70,72,386,7,Oats
24,69,75,388,6,Oats
23,68,74,232,6,Oats
25,67,86,358,7,Oats
23,68,80,389,7,Oats
23,74,78,398,7,Oats
25,75,73,269,5,Oats
25,69,76,393,5,Oats
23,66,87,252,6,Oats
23,68,84,261,6,Oats
23,65,72,363,6,Oats
23,73,85,367,5,Oats
23,72,83,319,5,Oats
23,65,76,311,5,Oats
25,66,85,277,7,Oats
24,65,74,303,7,Oats
25,75,80,208,5,Oats
23,75,72,359,5,Oats
23,71,70,353,6,Oats
23,69,77,223,7,Oats
24,66,78,317,7,Oats
25,69,75,311,7,Oats
24,71,86,326,6,Oats
25,72,78,395,6,Oats
24,70,87,244,5,Oats
23,74,82,238,7,Oats
24,72,77,278,5,Oats
25,70,74,269,6,Oats
25,74,84,302,6,Oats
24,68,77,298,6,Oats
25,71,87,336,6,Oats
23,69,81,322,7,Oats
25,70,77,372,7,Oats
23,74,72,391,5,Oats
25,75,85,280,7,Oats
25,74,84,337,7,Oats
23,70,80,270,7,Oats
25,65,76,214,6,Oats
24,70,70,308,6,Oats
23,73,79,235,6,Oats
23,69,80,358,7,Oats
23,71,90,272,5,Oats
24,72,89,265,6,Oats
24,70,74,223,5,Oats
25,70,89,325,6,Oats
25,73,90,387,6,Oats
24,65,80,362,7,Oats
23,65,79,273,5,Oats
24,69,73,228,6,Oats
23,65,88,205,5,Oats
24,74,89,242,7,Oats
24,73,76,383,5,Oats
24,69,71,219,7,Oats
25,69,70,360,5,Oats
24,69,70,265,6,Oats
24,75,78,313,5,Oats
23,73,83,287,7,Oats
23,70,80,283,7,Oats
23,71,84,318,7,Oats
25,69,77,225,5,Oats
25,66,88,347,6,Oats
23,67,79,206,7,Oats
23,72,78,400,6,Oats
25,69,85,299,6,Oats
24,66,81,208,7,Oats
25,68,81,271,5,Oats
25,67,70,209,6,Oats
25,68,87,201,5,Oats
23,72,74,379,5,Oats
23,75,80,252,6,Oats
24,65,87,242,5,Oats
24,73,76,327,5,Oats
24,71,80,395,7,Oats
25,72,70,340,6,Oats
23,73,88,337,7,Oats
23,73,78,298,6,Oats
24,67,77,344,5,Oats
24,74,84,220,5,Oats
23,66,86,333,6,Oats
25,71,89,346,6,Oats
25,74,76,303,6,Oats
25,73,80,266,5,Oats
25,69,71,382,5,Oats
23,69,90,234,6,Oats
24,73,89,375,6,Oats
23,74,85,393,5,Oats
24,74,83,335,7,Oats
23,65,83,246,5,Oats
24,67,73,234,5,Oats
25,74,73,241,7,Oats
24,68,71,301,7,Oats
24,72,72,258,6,Oats
24,68,80,344,7,Oats
24,65,87,345,5,Oats
25,66,87,341,7,Oats
24,66,76,367,7,Oats
24,75,81,293,7,Oats
23,70,90,357,7,Oats
23,68,74,348,5,Oats
23,66,71,340,5,Oats
24,65,85,244,5,Oats
23,75,83,288,7,Oats
23,71,85,226,5,Oats
23,66,79,377,6,Oats
23,70,90,314,5,Oats
25,74,78,308,6,Oats
23,72,70,304,6,Oats
24,73,81,367,5,Oats
25,75,82,234,7,Oats
25,71,70,232,7,Oats
23,68,83,316,6,Oats
24,74,71,296,5,Oats
23,67,87,236,5,Oats
25,66,78,202,7,Oats
23,68,72,216,6,Oats
24,70,90,345,5,Oats
23,70,84,229,7,Oats
23,69,84,325,7,Oats
23,72,73,322,7,Oats
24,65,74,290,6,Oats
25,72,77,310,7,Oats
23,74,71,328,6,Oats
24,68,76,284,6,Oats
24,66,84,244,7,Oats
23,73,82,264,7,Oats
24,70,78,315,6,Oats
25,67,90,200,7,Oats
20,55,74,685,8,Gram
32,56,61,705,6,Gram
32,56,68,675,6,Gram
31,59,61,674,8,Gram
30,67,68,615,6,Gram
26,57,75,660,8,Gram
22,64,72,682,8,Gram
23,58,79,662,8,Gram
30,63,74,733,8,Gram
36,62,70,619,7,Gram
36,62,72,717,6,Gram
21,59,75,748,8,Gram
32,70,66,720,6,Gram
30,63,69,658,8,Gram
25,64,65,611,7,Gram
29,63,73,645,8,Gram
33,70,63,668,6,Gram
38,63,77,721,6,Gram
34,70,66,694,6,Gram
32,60,80,615,8,Gram
33,56,60,748,6,Gram
36,62,61,710,7,Gram
32,57,67,632,6,Gram
21,63,80,649,7,Gram
23,59,77,712,6,Gram
29,63,67,684,6,Gram
34,55,79,630,8,Gram
20,55,78,609,6,Gram
29,57,65,653,8,Gram
29,55,79,744,6,Gram
39,62,79,633,6,Gram
25,55,65,716,8,Gram
29,55,63,673,7,Gram
36,63,77,715,8,Gram
28,56,79,743,6,Gram
39,68,65,619,7,Gram
32,67,72,688,6,Gram
38,69,64,745,7,Gram
35,64,80,603,6,Gram
24,64,73,744,6,Gram
33,65,70,743,8,Gram
38,64,65,726,7,Gram
29,60,61,703,8,Gram
21,58,72,668,7,Gram
25,61,61,606,6,Gram
36,57,73,602,8,Gram
27,60,77,727,8,Gram
35,64,63,707,8,Gram
20,60,80,674,6,Gram
31,63,80,730,6,Gram
31,60,62,699,8,Gram
36,65,60,641,6,Gram
26,67,69,672,7,Gram
20,62,69,690,7,Gram
39,61,76,663,8,Gram
39,69,65,617,6,Gram
39,55,70,619,8,Gram
22,62,74,690,7,Gram
38,56,61,712,6,Gram
33,59,61,713,7,Gram
35,62,69,721,6,Gram
33,59,79,611,8,Gram
33,69,77,720,8,Gram
29,70,66,649,8,Gram
23,57,76,617,7,Gram
21,62,72,663,6,Gram
33,65,62,651,7,Gram
24,68,66,601,6,Gram
40,62,64,717,6,Gram
28,55,72,646,6,Gram
34,60,67,661,6,Gram
20,70,68,700,8,Gram
27,65,70,630,7,Gram
27,61,68,663,8,Gram
36,70,75,663,6,Gram
22,58,78,728,7,Gram
40,57,74,726,8,Gram
39,65,62,651,7,Gram
32,68,80,706,8,Gram
38,62,67,684,7,Gram
32,66,62,709,7,Gram
24,58,77,642,8,Gram
22,63,66,628,6,Gram
24,66,78,649,7,Gram
23,68,73,737,8,Gram
35,55,71,711,6,Gram
29,63,67,711,6,Gram
23,65,66,672,6,Gram
30,68,75,605,7,Gram
24,59,60,605,8,Gram
35,56,65,626,6,Gram
25,70,77,667,6,Gram
32,62,75,612,7,Gram
37,66,74,664,8,Gram
33,55,74,702,6,Gram
26,56,68,601,7,Gram
24,63,64,724,6,Gram
22,61,74,733,7,Gram
36,59,79,619,7,Gram
30,57,60,716,8,Gram
35,66,60,629,6,Gram
34,56,77,692,6,Gram
23,68,72,620,6,Gram
27,67,77,620,8,Gram
28,61,64,737,8,Gram
26,58,72,700,7,Gram
27,55,69,716,7,Gram
40,70,61,697,8,Gram
22,66,69,726,8,Gram
37,69,63,731,7,Gram
34,60,76,636,7,Gram
25,63,62,655,8,Gram
32,69,62,743,6,Gram
23,57,77,654,6,Gram
22,62,66,698,6,Gram
27,60,74,671,7,Gram
37,67,79,632,6,Gram
30,68,71,674,8,Gram
20,61,77,655,6,Gram
33,70,76,748,6,Gram
30,70,64,622,6,Gram
38,70,61,648,7,Gram
29,58,74,720,7,Gram
26,58,61,729,8,Gram
21,63,79,600,8,Gram
24,70,66,691,7,Gram
23,65,62,740,7,Gram
34,58,70,705,8,Gram
33,60,77,713,7,Gram
38,67,76,634,7,Gram
28,67,79,621,8,Gram
25,68,61,651,8,Gram
20,65,75,730,7,Gram
36,55,68,717,6,Gram
23,55,64,706,6,Gram
24,62,77,727,8,Gram
22,70,62,647,7,Gram
37,64,62,612,8,Gram
34,58,77,633,7,Gram
33,62,76,697,8,Gram
30,62,76,637,8,Gram
39,67,60,642,8,Gram
